country;receptor;s_year;s_month;s_day;start;e_year;e_month;e_day;end;leader;office;description;election_year;lame_duck;gdpcapita;external_balance
South Africa;Angola;2018;April;25;25/04/2018;2018;April;25;25/04/2018;Cyril Ramaphosa;President;SADC Troika Heads of State and Government summit.;0;0;7048,52;0,49756
South Africa;Switzerland;2018;May;15;15/05/2018;2018;May;16;16/05/2018;Cyril Ramaphosa;President;Co-chaired theInternational Labour OrganizationGlobal Commission with the Swedish Prime MinisterStefan Löfven.;0;0;7048,52;0,49756
South Africa;Canada;2018;June;8;08/06/2018;2018;June;10;10/06/2018;Cyril Ramaphosa;President;Attended the44th G7 summit. Also attended a South Africa-Canada Investor engagement.;0;0;7048,52;0,49756
South Africa;Botswana;2018;June;29;29/06/2018;2018;June;29;29/06/2018;Cyril Ramaphosa;President;Attended the 6thSouthern African Customs Unionsummit.;0;0;7048,52;0,49756
South Africa;Mauritania;2018;July;1;01/07/2018;2018;July;2;02/07/2018;Cyril Ramaphosa;President;Attended the 31st Ordinary Session of the Assembly of Heads of State and Government of theAfrican Union.;0;0;7048,52;0,49756
South Africa;Nigeria;2018;July;10;10/07/2018;2018;July;11;11/07/2018;Cyril Ramaphosa;President;Met with PresidentMuhammadu Buhari, and attended the 2018 Annual Meeting and 25th Anniversary Celebrations of theAfrican Export-Import Bank.;0;0;7048,52;0,49756
South Africa;Saudi Arabia;2018;July;12;12/07/2018;2018;July;12;12/07/2018;Cyril Ramaphosa;President;State visit with KingSalman of Saudi Arabia.;0;0;7048,52;0,49756
South Africa;United Arab Emirates;2018;July;13;13/07/2018;2018;July;13;13/07/2018;Cyril Ramaphosa;President;Met with SheikhMohammed Bin Zayed Al Nahyan.;0;0;7048,52;0,49756
South Africa;Zambia;2018;August;9;09/08/2018;2018;August;10;10/08/2018;Cyril Ramaphosa;President;Met PresidentEdgar LunguatState Houseahead of bilateral discussions. Also signed an agreement to establish a South Africa-Zambia Bi-National Commission.;0;0;7048,52;0,49756
South Africa;Congo;2018;August;10;10/08/2018;2018;August;10;10/08/2018;Cyril Ramaphosa;President;Met PresidentJoseph Kabilato discuss the political and security situation. Ramaphosa also commends President Kabila for honouring the Congolese Constitution.;0;0;7048,52;0,49756
South Africa;Namibia;2018;August;16;16/08/2018;2018;August;18;18/08/2018;Cyril Ramaphosa;President;Met PresidentHage Geingob, and opened the 30th Ordinary SADC Heads of State and Government summit as the outgoing SADC chairperson.;0;0;7048,52;0,49756
South Africa;Zimbabwe;2018;August;26;26/08/2018;2018;August;26;26/08/2018;Cyril Ramaphosa;President;Attended the inauguration ofEmmerson Mnangagwa.;0;0;7048,52;0,49756
South Africa;China;2018;August;31;31/08/2018;2018;September;3;03/09/2018;Cyril Ramaphosa;President;Attended the African-Chinese summit.;0;0;7048,52;0,49756
South Africa;United States;2018;September;25;25/09/2018;2018;September;27;27/09/2018;Cyril Ramaphosa;President;Attended theSeventy-third session of the United Nations General Assembly.;0;0;7048,52;0,49756
South Africa;Germany;2018;October;29;29/10/2018;2018;October;30;30/10/2018;Cyril Ramaphosa;President;Attended G20 summit Africa Conference and met ChancellorAngela Merkel.;0;0;7048,52;0,49756
South Africa;France;2018;November;14;14/11/2018;2018;November;14;14/11/2018;Cyril Ramaphosa;President;Addressed theEuropean Parliamentand met with European Parliament PresidentAntonio Tajani.;0;0;7048,52;0,49756
South Africa;Belgium;2018;November;14;14/11/2018;2018;November;15;15/11/2018;Cyril Ramaphosa;President;Met with KingPhilippe of Belgiumand Prime MinisterCharles Michel. Also attended the 7th South Africa-European Union summit.;0;0;7048,52;0,49756
South Africa;Switzerland;2018;November;15;15/11/2018;2018;November;16;16/11/2018;Cyril Ramaphosa;President;Co-chaired the Global Commission on the Future of Work at the headquarters of theInternational Labour Organization.;0;0;7048,52;0,49756
South Africa;Ethiopia;2018;November;17;17/11/2018;2018;November;17;17/11/2018;Cyril Ramaphosa;President;Attended the 11th Extraordinary Session of the Assembly of Heads of State and Government of the African Union.;0;0;7048,52;0,49756
South Africa;Argentina;2018;November;30;30/11/2018;2018;December;1;01/12/2018;Cyril Ramaphosa;President;Attended the2018 G20 Buenos Aires summit.;0;0;7048,52;0,49756
South Africa;Mozambique;2019;January;14;14/01/2019;2019;January;14;14/01/2019;Cyril Ramaphosa;President;Met with PresidentFilipe Nyusi.;1;0;6688,79;0,54017
South Africa;Switzerland;2019;January;22;22/01/2019;2019;January;25;25/01/2019;Cyril Ramaphosa;President;Attended theWorld Economic Forum.;1;0;6688,79;0,54017
South Africa;India;2019;January;25;25/01/2019;2019;January;26;26/01/2019;Cyril Ramaphosa;President;Address the India-South Africa Business Forum and deliver the Gandhi-Mandela Freedom Lecture organised by theIndian Council of World Affairsas a part of celebrations of the 15th anniversary of theIBSA (India, Brazil, South Africa) Dialogue Forum. Also was the Chief Guest forRepublic Day Parade.;1;0;6688,79;0,54017
South Africa;Ethiopia;2019;February;10;10/02/2019;2019;February;11;11/02/2019;Cyril Ramaphosa;President;Attended the 32nd Ordinary Session of the Assembly of the African Union Heads of State and Government.;1;0;6688,79;0,54017
South Africa;Eswatini;2019;March;3;03/03/2019;2019;March;3;03/03/2019;Cyril Ramaphosa;President;Met with KingMswati III.;1;0;6688,79;0,54017
South Africa;Zimbabwe;2019;March;12;12/03/2019;2019;March;12;12/03/2019;Cyril Ramaphosa;President;Co-chaired the third session of the South Africa-Zimbabwe Bi-National Commission with PresidentEmmerson Mnangagwa.;1;0;6688,79;0,54017
South Africa;Egypt;2019;April;22;22/04/2019;2019;April;22;22/04/2019;Cyril Ramaphosa;President;Attended an emergency African Union Troika summit convened to discussSudanandLibya.;1;0;6688,79;0,54017
South Africa;Japan;2019;June;28;28/06/2019;2019;June;29;29/06/2019;Cyril Ramaphosa;President;Attended the2019 G20 Osaka summit.;1;0;6688,79;0,54017
South Africa;Lesotho;2019;July;4;04/07/2019;2019;July;4;04/07/2019;Cyril Ramaphosa;President;Met with Prime MinisterThomas Thabaneand KingLetsie III.;1;0;6688,79;0,54017
South Africa;Niger;2019;July;7;07/07/2019;2019;July;8;08/07/2019;Cyril Ramaphosa;President;Attended the 12th Extraordinary summit of the African Union. The summit will entry into force of the Agreement on the Establishment of theAfrican Continental Free Trade Area;1;0;6688,79;0,54017
South Africa;Tanzania;2019;August;14;14/08/2019;2019;August;15;15/08/2019;Cyril Ramaphosa;President;State visit with PresidentJohn Magufuli. He also visitsMorogoroto see the remains of a fuel tanker explosion express solidarity.;1;0;6688,79;0,54017
South Africa;France;2019;August;25;25/08/2019;2019;August;26;26/08/2019;Cyril Ramaphosa;President;Attended the45th G7 summit.;1;0;6688,79;0,54017
South Africa;Japan;2019;August;27;27/08/2019;2019;August;30;30/08/2019;Cyril Ramaphosa;President;Attended the seventh Tokyo International Conference on African Development. Also attended the Japan-South Africa Business Expo.;1;0;6688,79;0,54017
South Africa;Zimbabwe;2019;September;14;14/09/2019;2019;September;14;14/09/2019;Cyril Ramaphosa;President;AttendedRobert Mugabe's state funeral.;1;0;6688,79;0,54017
South Africa;United Kingdom;2019;October;13;13/10/2019;2019;October;14;14/10/2019;Cyril Ramaphosa;President;Attended the 6th Financial Times Africa summit.;1;0;6688,79;0,54017
South Africa;Russia;2019;October;23;23/10/2019;2019;October;24;24/10/2019;Cyril Ramaphosa;President;Attended the first Russia-Africa summit.;1;0;6688,79;0,54017
South Africa;Japan;2019;October;31;31/10/2019;2019;October;31;31/10/2019;Cyril Ramaphosa;President;Attended the2019 Rugby World Cup Final.;1;0;6688,79;0,54017
South Africa;Brazil;2019;November;13;13/11/2019;2019;November;14;14/11/2019;Cyril Ramaphosa;President;Attended the11th BRICS summit.;1;0;6688,79;0,54017
South Africa;Lesotho;2019;November;27;27/11/2019;2019;November;27;27/11/2019;Cyril Ramaphosa;President;Met with Prime MinisterThomas Thabaneand attended the closing ceremony of the Multi-stakeholder National Dialogue Plenary II.;1;0;6688,79;0,54017
South Africa;Guinea;2019;December;4;04/12/2019;2019;December;4;04/12/2019;Cyril Ramaphosa;President;Met with PresidentAlpha Condé.;1;0;6688,79;0,54017
South Africa;Ghana;2019;December;4;04/12/2019;2019;December;5;05/12/2019;Cyril Ramaphosa;President;Met with PresidentNana Akufo-Addoand also co-chaired the Ghana-South Africa Business Round Table.;1;0;6688,79;0,54017
South Africa;Togo;2019;December;5;05/12/2019;2019;December;6;06/12/2019;Cyril Ramaphosa;President;Met with PresidentFaure Gnassingbéand attended a state banquet.;1;0;6688,79;0,54017
South Africa;Egypt;2019;December;11;11/12/2019;2019;December;11;11/12/2019;Cyril Ramaphosa;President;Met with PresidentAbdel Fattah el-Sisiand participated in the inaugural session of the Aswan Forum for Sustainable Peace and Development.;1;0;6688,79;0,54017
South Africa;Mozambique;2020;January;15;15/01/2020;2020;January;15;15/01/2020;Cyril Ramaphosa;President;Attended the inauguration of PresidentFilipe Nyusi.;0;0;5741,64;4,39962
South Africa;Ethiopia;2020;February;9;09/02/2020;2020;February;10;10/02/2020;Cyril Ramaphosa;President;Attended the 33rd Ordinary Session of the Heads of State and Government of theAfrican Union, at which South Africa officially assumed the chair of the Union.;0;0;5741,64;4,39962
South Africa;Mozambique;2021;April;8;08/04/2021;2021;April;8;08/04/2021;Cyril Ramaphosa;President;Attended an Extraordinary Double Troika summit of the Heads of State and Government of theSADC, to discuss thesecurity situationin Mozambique.;0;0;7055,04;6,16964
South Africa;Germany;2021;August;26;26/08/2021;2021;August;27;27/08/2021;Cyril Ramaphosa;President;Attended aG20 summit Compact with Africa meeting.;0;0;7055,04;6,16964
South Africa;Eswatini;2021;November;2;02/11/2021;2021;November;2;02/11/2021;Cyril Ramaphosa;President;Met withMswati IIIto discuss thepolitical and security situationin Eswatini.;0;0;7055,04;6,16964
South Africa;Nigeria;2021;November;30;30/11/2021;2021;December;1;01/12/2021;Cyril Ramaphosa;President;State visit at the invitation of PresidentMuhammadu Buhari, and the 10th Nigeria-South Africa Bi-National Commission.;0;0;7055,04;6,16964
South Africa;Côte d'Ivoire;2021;December;2;02/12/2021;2021;December;3;03/12/2021;Cyril Ramaphosa;President;State visit with PresidentAlassane Ouattara(South Africa's first ever), and opening address at the Africa Investment Forum.;0;0;7055,04;6,16964
South Africa;Ghana;2021;December;4;04/12/2021;2021;December;5;05/12/2021;Cyril Ramaphosa;President;State visit with PresidentNana Akufo-Addo, and inauguration of the Ghana-South Africa Bi-National Commission.;0;0;7055,04;6,16964
South Africa;Senegal;2021;December;6;06/12/2021;2021;December;7;07/12/2021;Cyril Ramaphosa;President;Official visit, including to attend the Dakar Peace and Security Forum and sign bilateral agreements.;0;0;7055,04;6,16964
South Africa;Malawi;2022;January;12;12/01/2022;2022;January;12;12/01/2022;Cyril Ramaphosa;President;Attended the SADC Extraordinary summits in Malawi. The summit extended the funding and mandate for theSouthern African Development Community Mission in Mozambique(SAMIM).;0;0;6738,9;1,202
South Africa;Congo;2022;August;17;17/08/2022;2022;August;18;18/08/2022;Cyril Ramaphosa;President;42nd Ordinary summit of SADC Heads of State;0;0;6738,9;1,202
South Africa;United States;2022;September;15;15/09/2022;2022;September;17;17/09/2022;Cyril Ramaphosa;President;Working visit;0;0;6738,9;1,202
South Africa;United Kingdom;2022;September;19;19/09/2022;2022;September;19;19/09/2022;Cyril Ramaphosa;President;Attendedstate funeral of Elizabeth II;0;0;6738,9;1,202
South Africa;Saudi Arabia;2022;October;15;15/10/2022;2022;October;16;16/10/2022;Cyril Ramaphosa;President;State visit;0;0;6738,9;1,202
South Africa;Indonesia;2022;November;14;14/11/2022;2022;November;16;16/11/2022;Cyril Ramaphosa;President;Attended the2022 G20 summit. Met withPresidentJoko Widodo. Held bilateral meetings withChinese PresidentXi Jinping,Prime Minister of the NetherlandsMark Rutte,Prime Minister of the Republic of SingaporeLee Hsien Loong;0;0;6738,9;1,202
South Africa;United Kingdom;2022;November;22;22/11/2022;2022;November;23;23/11/2022;Cyril Ramaphosa;President;State visit;0;0;6738,9;1,202
United Kingdom;France;2010;May;20;20/05/2010;2010;May;20;20/05/2010;David Cameron;Prime Minister;Cameron metPresidentNicolas Sarkozy.;1;0;39693,19;-1,6873
United Kingdom;Germany;2010;May;21;21/05/2010;2010;May;21;21/05/2010;David Cameron;Prime Minister;Cameron metChancellorAngela Merkel.;1;0;39693,19;-1,6873
United Kingdom;United Arab Emirates;2010;June;9;09/06/2010;2010;June;10;10/06/2010;David Cameron;Prime Minister;Cameron met withPresidentSheikh Khalifa bin Zayed Al Nahyan.;1;0;39693,19;-1,6873
United Kingdom;Afghanistan;2010;June;11;11/06/2010;2010;June;12;12/06/2010;David Cameron;Prime Minister;Cameron met withPresidentHamid Karzaiand visited troops.;1;0;39693,19;-1,6873
United Kingdom;Belgium;2010;June;16;16/06/2010;2010;June;17;17/06/2010;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;39693,19;-1,6873
United Kingdom;Canada;2010;June;24;24/06/2010;2010;June;27;27/06/2010;David Cameron;Prime Minister;Cameron attended the36th G8 summitand the4th G20 summit;1;0;39693,19;-1,6873
United Kingdom;United States;2010;July;19;19/07/2010;2010;July;22;22/07/2010;David Cameron;Prime Minister;Cameron metPresidentBarack Obama, theMayor of New Yorkand Inward investors.;1;0;39693,19;-1,6873
United Kingdom;Turkey;2010;July;26;26/07/2010;2010;July;27;27/07/2010;David Cameron;Prime Minister;In Ankara, Cameron metPresidentAbdullah Güland spoke in favour ofaccession of Turkey to the European Union.;1;0;39693,19;-1,6873
United Kingdom;India;2010;July;28;28/07/2010;2010;July;30;30/07/2010;David Cameron;Prime Minister;Cameron visited India to discuss trade and met withPrime MinisterManmohan Singh.He travelled withBusiness SecretaryVince Cable.;1;0;39693,19;-1,6873
United Kingdom;Italy;2010;August;4;04/08/2010;2010;August;5;05/08/2010;David Cameron;Prime Minister;Cameron met withPrime MinisterSilvio Berlusconi.;1;0;39693,19;-1,6873
United Kingdom;Belgium;2010;September;15;15/09/2010;2010;September;16;16/09/2010;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;39693,19;-1,6873
United Kingdom;Belgium;2010;October;28;28/10/2010;2010;October;29;29/10/2010;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;39693,19;-1,6873
United Kingdom;China;2010;November;8;08/11/2010;2010;November;10;10/11/2010;David Cameron;Prime Minister;Cameron made a Trade and Bilateral visit.;1;0;39693,19;-1,6873
United Kingdom;South Korea;2010;November;11;11/11/2010;2010;November;12;12/11/2010;David Cameron;Prime Minister;Cameron attended the5th G20 summit.;1;0;39693,19;-1,6873
United Kingdom;Portugal;2010;November;19;19/11/2010;2010;November;20;20/11/2010;David Cameron;Prime Minister;Cameron attended the25th NATO summit.;1;0;39693,19;-1,6873
United Kingdom;Switzerland;2010;November;30;30/11/2010;2010;December;2;02/12/2010;David Cameron;Prime Minister;Cameron visited Zurich in connection with theEngland 2018 FIFA World Cup bid.;1;0;39693,19;-1,6873
United Kingdom;Afghanistan;2010;December;5;05/12/2010;2010;December;7;07/12/2010;David Cameron;Prime Minister;Cameron visited troops and held bilateral talks with President Karzai.;1;0;39693,19;-1,6873
United Kingdom;Belgium;2010;December;16;16/12/2010;2010;December;17;17/12/2010;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;39693,19;-1,6873
United Kingdom;Switzerland;2011;January;27;27/01/2011;2011;January;29;29/01/2011;David Cameron;Prime Minister;Cameron attended theWorld Economic Forumannual meeting.;0;0;42150,7;-0,9719
United Kingdom;Belgium;2011;February;4;04/02/2011;2011;February;4;04/02/2011;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42150,7;-0,9719
United Kingdom;Germany;2011;February;5;05/02/2011;2011;February;5;05/02/2011;David Cameron;Prime Minister;Cameron attended the 47thMunich Security Conference.;0;0;42150,7;-0,9719
United Kingdom;Egypt;2011;February;21;21/02/2011;2011;February;21;21/02/2011;David Cameron;Prime Minister;Cameron made bilateral visits.;0;0;42150,7;-0,9719
United Kingdom;Kuwait;2011;February;22;22/02/2011;2011;February;22;22/02/2011;David Cameron;Prime Minister;Oficial visit.;0;0;42150,7;-0,9719
United Kingdom;Qatar;2011;February;23;23/02/2011;2011;February;23;23/02/2011;David Cameron;Prime Minister;Oficial visit.;0;0;42150,7;-0,9719
United Kingdom;Oman;2011;February;24;24/02/2011;2011;February;24;24/02/2011;David Cameron;Prime Minister;Oficial visit.;0;0;42150,7;-0,9719
United Kingdom;Belgium;2011;March;11;11/03/2011;2011;March;11;11/03/2011;David Cameron;Prime Minister;Cameron attended an extraordinary European Council summit.;0;0;42150,7;-0,9719
United Kingdom;France;2011;March;19;19/03/2011;2011;March;19;19/03/2011;David Cameron;Prime Minister;Cameron attended the Libya conference.;0;0;42150,7;-0,9719
United Kingdom;Belgium;2011;March;24;24/03/2011;2011;March;25;25/03/2011;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42150,7;-0,9719
United Kingdom;Italy;2011;April;4;04/04/2011;2011;April;4;04/04/2011;David Cameron;Prime Minister;Cameron visited UK forces personnel.;0;0;42150,7;-0,9719
United Kingdom;Pakistan;2011;April;5;05/04/2011;2011;April;5;05/04/2011;David Cameron;Prime Minister;Cameron took part in a bilateral visit.;0;0;42150,7;-0,9719
United Kingdom;Ireland;2011;May;18;18/05/2011;2011;May;18;18/05/2011;David Cameron;Prime Minister;Cameron travelled to Dublin as part of Her Majesty’sState Visit.;0;0;42150,7;-0,9719
United Kingdom;France;2011;May;26;26/05/2011;2011;May;26;26/05/2011;David Cameron;Prime Minister;Cameron attended the37th G8 summit.;0;0;42150,7;-0,9719
United Kingdom;Czech Republic;2011;June;23;23/06/2011;2011;June;23;23/06/2011;David Cameron;Prime Minister;Cameron took part in a bilateral visit.;0;0;42150,7;-0,9719
United Kingdom;Belgium;2011;June;24;24/06/2011;2011;June;24;24/06/2011;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42150,7;-0,9719
United Kingdom;Afghanistan;2011;July;3;03/07/2011;2011;July;5;05/07/2011;David Cameron;Prime Minister;Cameron met troops, local leaders and held a bilateral meeting with President Karzai.;0;0;42150,7;-0,9719
United Kingdom;South Africa;2011;July;17;17/07/2011;2011;July;18;18/07/2011;David Cameron;Prime Minister;Cameron metPresidentJacob Zuma, business leaders and ArchbishopTutu.;0;0;42150,7;-0,9719
United Kingdom;Nigeria;2011;July;19;19/07/2011;2011;July;19;19/07/2011;David Cameron;Prime Minister;Cameron meetPresidentGoodluck Jonathanand business leaders.;0;0;42150,7;-0,9719
United Kingdom;France;2011;September;1;01/09/2011;2011;September;1;01/09/2011;David Cameron;Prime Minister;Cameron attended a multilateral summit on Libya.;0;0;42150,7;-0,9719
United Kingdom;Libya;2011;September;15;15/09/2011;2011;September;15;15/09/2011;David Cameron;Prime Minister;Cameron met with members of theNational Transitional Council.;0;0;42150,7;-0,9719
United Kingdom;Russia;2011;September;11;11/09/2011;2011;September;12;12/09/2011;David Cameron;Prime Minister;Cameron metPrime MinisterVladimir Putin,PresidentDmitry Medvedevand business leaders.;0;0;42150,7;-0,9719
United Kingdom;United States;2011;September;21;21/09/2011;2011;September;21;21/09/2011;David Cameron;Prime Minister;Cameron attended the 66thUnited Nations General Assemblyand held bilateral meetings.;0;0;42150,7;-0,9719
United Kingdom;Canada;2011;September;22;22/09/2011;2011;September;22;22/09/2011;David Cameron;Prime Minister;Cameron met withPrime MinisterStephen Harper.;0;0;42150,7;-0,9719
United Kingdom;Belgium;2011;October;23;23/10/2011;2011;October;23;23/10/2011;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42150,7;-0,9719
United Kingdom;Belgium;2011;October;26;26/10/2011;2011;October;27;27/10/2011;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42150,7;-0,9719
United Kingdom;Australia;2011;October;28;28/10/2011;2011;October;30;30/10/2011;David Cameron;Prime Minister;Cameron attended the2011 Commonwealth Heads of Government Meeting.;0;0;42150,7;-0,9719
United Kingdom;France;2011;November;3;03/11/2011;2011;November;4;04/11/2011;David Cameron;Prime Minister;Cameron attended the6th G20 summit.;0;0;42150,7;-0,9719
United Kingdom;Belgium;2011;November;18;18/11/2011;2011;November;18;18/11/2011;David Cameron;Prime Minister;Cameron met with President of the European Commission José Manuel Barrosoand President of the European Council Herman Van Rompuy.;0;0;42150,7;-0,9719
United Kingdom;France;2011;December;2;02/12/2011;2011;December;2;02/12/2011;David Cameron;Prime Minister;Cameron met withPresidentNicolas Sarkozy.;0;0;42150,7;-0,9719
United Kingdom;Belgium;2011;December;8;08/12/2011;2011;December;9;09/12/2011;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42150,7;-0,9719
United Kingdom;Afghanistan;2011;December;19;19/12/2011;2011;December;19;19/12/2011;David Cameron;Prime Minister;Cameron met with British Forces and local leaders.;0;0;42150,7;-0,9719
United Kingdom;Czech Republic;2011;December;23;23/12/2011;2011;December;23;23/12/2011;David Cameron;Prime Minister;Cameron attended the funeral ofVaclav Havel.;0;0;42150,7;-0,9719
United Kingdom;Saudi Arabia;2012;January;12;12/01/2012;2012;January;12;12/01/2012;David Cameron;Prime Minister;Cameron took part in a bilateral visit.;0;0;42485,59;-1,1408
United Kingdom;France;2012;January;25;25/01/2012;2012;January;25;25/01/2012;David Cameron;Prime Minister;Cameron attended a meeting of theCouncil of Europe.;0;0;42485,59;-1,1408
United Kingdom;Switzerland;2012;January;26;26/01/2012;2012;January;27;27/01/2012;David Cameron;Prime Minister;Cameron attended theWorld Economic Forumannual meeting.;0;0;42485,59;-1,1408
United Kingdom;Belgium;2012;January;30;30/01/2012;2012;January;30;30/01/2012;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42485,59;-1,1408
United Kingdom;Sweden;2012;February;8;08/02/2012;2012;February;9;09/02/2012;David Cameron;Prime Minister;Cameron attended the Nordic Future Forum.;0;0;42485,59;-1,1408
United Kingdom;France;2012;February;17;17/02/2012;2012;February;17;17/02/2012;David Cameron;Prime Minister;Cameron attended the UK-France summit.;0;0;42485,59;-1,1408
United Kingdom;Belgium;2012;March;1;01/03/2012;2012;March;2;02/03/2012;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42485,59;-1,1408
United Kingdom;United States;2012;March;13;13/03/2012;2012;March;15;15/03/2012;David Cameron;Prime Minister;Cameron metPresidentBarack Obama.;0;0;42485,59;-1,1408
United Kingdom;Japan;2012;April;9;09/04/2012;2012;April;10;10/04/2012;David Cameron;Prime Minister;Cameron made bilateral and economic visits, including meeting withAung San Suu Kyiafter thehistoric by-elections;0;0;42485,59;-1,1408
United Kingdom;Indonesia;2012;April;11;11/04/2012;2012;April;12;12/04/2012;David Cameron;Prime Minister;Oficial visit.;0;0;42485,59;-1,1408
United Kingdom;Malaysia;2012;April;13;13/04/2012;2012;April;13;13/04/2012;David Cameron;Prime Minister;Oficial visit.;0;0;42485,59;-1,1408
United Kingdom;Singapore;2012;April;13;13/04/2012;2012;April;13;13/04/2012;David Cameron;Prime Minister;Oficial visit.;0;0;42485,59;-1,1408
United Kingdom;Myanmar;2012;April;13;13/04/2012;2012;April;13;13/04/2012;David Cameron;Prime Minister;Oficial visit.;0;0;42485,59;-1,1408
United Kingdom;United States;2012;May;18;18/05/2012;2012;May;21;21/05/2012;David Cameron;Prime Minister;Cameron attended the38th G8 summitand the26th NATO summit.;0;0;42485,59;-1,1408
United Kingdom;Belgium;2012;May;23;23/05/2012;2012;May;23;23/05/2012;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42485,59;-1,1408
United Kingdom;Norway;2012;June;6;06/06/2012;2012;June;6;06/06/2012;David Cameron;Prime Minister;Cameron made bilateral visits.;0;0;42485,59;-1,1408
United Kingdom;Germany;2012;June;7;07/06/2012;2012;June;7;07/06/2012;David Cameron;Prime Minister;Oficial visit.;0;0;42485,59;-1,1408
United Kingdom;Mexico;2012;June;18;18/06/2012;2012;June;20;20/06/2012;David Cameron;Prime Minister;Cameron made a bilateral visit and attended the7th G20 summit.;0;0;42485,59;-1,1408
United Kingdom;Belgium;2012;June;28;28/06/2012;2012;June;29;29/06/2012;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42485,59;-1,1408
United Kingdom;Afghanistan;2012;July;17;17/07/2012;2012;July;19;19/07/2012;David Cameron;Prime Minister;Cameron met with British forces and local leaders.;0;0;42485,59;-1,1408
United Kingdom;United States;2012;September;25;25/09/2012;2012;September;26;26/09/2012;David Cameron;Prime Minister;Cameron attended the 67thUnited Nations General Assembly.;0;0;42485,59;-1,1408
United Kingdom;Brazil;2012;September;27;27/09/2012;2012;September;28;28/09/2012;David Cameron;Prime Minister;Cameron made a bilateral and trade visit to Brazil.;0;0;42485,59;-1,1408
United Kingdom;Belgium;2012;October;18;18/10/2012;2012;October;19;19/10/2012;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42485,59;-1,1408
United Kingdom;United Arab Emirates;2012;November;5;05/11/2012;2012;November;6;06/11/2012;David Cameron;Prime Minister;Cameron made bilateral visits.;0;0;42485,59;-1,1408
United Kingdom;Saudi Arabia;2012;November;7;07/11/2012;2012;November;7;07/11/2012;David Cameron;Prime Minister;Oficial visit.;0;0;42485,59;-1,1408
United Kingdom;Jordan;2012;November;7;07/11/2012;2012;November;7;07/11/2012;David Cameron;Prime Minister;Oficial visit.;0;0;42485,59;-1,1408
United Kingdom;Italy;2012;November;13;13/11/2012;2012;November;13;13/11/2012;David Cameron;Prime Minister;Cameron made bilateral visits.;0;0;42485,59;-1,1408
United Kingdom;Netherlands;2012;November;13;13/11/2012;2012;November;13;13/11/2012;David Cameron;Prime Minister;Oficial visit.;0;0;42485,59;-1,1408
United Kingdom;Belgium;2012;November;22;22/11/2012;2012;November;23;23/11/2012;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42485,59;-1,1408
United Kingdom;Belgium;2012;December;13;13/12/2012;2012;December;14;14/12/2012;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;42485,59;-1,1408
United Kingdom;Afghanistan;2012;December;20;20/12/2012;2012;December;21;21/12/2012;David Cameron;Prime Minister;Cameron met with British forces and local leaders.;0;0;42485,59;-1,1408
United Kingdom;Switzerland;2013;January;22;22/01/2013;2013;January;25;25/01/2013;David Cameron;Prime Minister;Cameron attended theWorld Economic ForumatDavos.;0;0;43449,09;-1,557
United Kingdom;Algeria;2013;January;30;30/01/2013;2013;January;30;30/01/2013;David Cameron;Prime Minister;Cameron travelled to Algeria on the first visit to the country by a British prime minister post Independence, meeting with President Abdelaziz Bouteflika and Prime Minister Abdelmalek Sellal, attended a meeting of the UN High Level Panel in Monrovia and held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;Libya;2013;January;31;31/01/2013;2013;January;31;31/01/2013;David Cameron;Prime Minister;Oficial visit.;0;0;43449,09;-1,557
United Kingdom;Liberia;2013;February;1;01/02/2013;2013;February;1;01/02/2013;David Cameron;Prime Minister;Oficial visit.;0;0;43449,09;-1,557
United Kingdom;Belgium;2013;February;7;07/02/2013;2013;February;8;08/02/2013;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;43449,09;-1,557
United Kingdom;India;2013;February;17;17/02/2013;2013;February;20;20/02/2013;David Cameron;Prime Minister;Cameron undertook an overseas trade mission and held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;Latvia;2013;February;27;27/02/2013;2013;February;28;28/02/2013;David Cameron;Prime Minister;Cameron attended theNorthern Future Forum.;0;0;43449,09;-1,557
United Kingdom;Belgium;2013;March;14;14/03/2013;2013;March;15;15/03/2013;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;43449,09;-1,557
United Kingdom;Spain;2013;April;8;08/04/2013;2013;April;8;08/04/2013;David Cameron;Prime Minister;Cameron held bilateral meetings.;0;0;43449,09;-1,557
